25,119,46,2
28,53,51,3
27,167,61,2
27,352,184,2
23,260,238,1
29,353,203,2
27,185,130,2
28,57,53,3
21,265,191,2
27,148,107,2
26,57,35,1
26,239,63,2
28,108,69,2
27,372,300,2
26,85,48,2
20,329,252,2
29,35,33,3
24,131,49,2
28,174,42,2
28,353,76,2
22,176,48,2
29,321,104,2
29,158,121,2
29,53,37,3
25,113,68,2
21,286,39,2
20,219,41,2
28,135,35,2
23,134,108,1
22,162,133,1
29,135,128,3
29,160,120,2
23,115,97,3
23,223,91,2
21,109,102,3
29,364,133,2
28,170,33,2
20,86,82,3
25,237,197,2
20,287,220,2
28,322,243,2
22,348,113,2
27,243,238,3
27,130,85,2
20,140,135,3
28,228,177,2
25,66,57,3
23,353,329,1
23,227,56,2
27,194,37,2
21,155,144,3
22,100,42,2
22,363,241,2
21,121,56,2
20,320,105,2
27,143,121,1
21,107,48,2
21,127,126,3
26,146,39,2
29,362,88,2
26,274,171,2
21,323,233,2
21,117,109,3
25,132,108,1
26,60,54,3
25,97,52,2
29,193,38,2
29,300,76,2
28,255,156,2
26,360,109,2
24,329,105,2
28,37,31,3
23,214,209,3
27,296,247,2
24,204,71,2
21,183,170,3
29,62,45,3
24,92,92,3
24,309,277,2
26,345,51,2
20,272,108,2
21,42,31,3
26,253,81,2
24,270,231,2
25,245,143,2
21,214,73,2
27,125,52,2
20,303,100,2
23,71,37,2
25,113,91,1
29,154,142,3
22,111,77,2
21,313,218,2
24,239,126,2
26,109,52,2
23,63,41,1
24,303,231,2
26,266,258,3
21,355,69,2
25,134,100,2
25,334,174,2
23,238,217,1
28,121,36,2
28,117,63,2
29,365,291,2
24,318,317,3
23,137,44,2
24,83,52,2
29,257,136,2
26,287,189,2
22,360,349,3
24,291,198,2
27,121,119,3
24,255,146,2
21,53,46,3
28,255,134,2
23,182,146,2
27,258,145,2
25,233,144,2
25,132,68,2
25,206,56,2
24,346,182,2
27,323,266,2
21,285,39,2
28,276,87,2
20,98,95,3
26,352,279,2
27,313,127,2
21,210,131,2
24,133,82,2
29,323,147,2
24,102,62,2
25,280,58,2
25,45,45,3
20,167,56,2
25,307,118,2
28,101,30,2
27,245,229,3
29,364,101,2
22,213,61,2
22,318,31,2
25,336,207,2
20,31,30,3
25,307,228,2
22,37,31,3
25,369,264,2
20,70,52,3
29,88,53,2
26,294,108,2
23,277,51,2
29,197,135,2
22,343,179,2
28,98,54,2
24,306,155,2
28,165,90,2
27,206,151,2
26,170,67,2
23,337,269,2
20,30,30,3
23,46,30,3
21,198,88,2
28,205,64,2
20,339,261,2
23,246,213,2
24,175,37,2
28,318,278,2
25,162,93,2
25,155,40,2
26,159,47,2
26,76,57,3
29,237,141,2
23,358,249,2
27,125,107,3
20,66,36,1
29,202,173,1
21,258,88,2
24,332,32,2
26,42,39,3
20,319,310,3
27,142,111,2
28,270,173,2
20,76,32,2
28,172,97,2
26,197,159,2
28,256,40,2
20,316,36,2
27,319,72,2
27,80,30,2
28,98,58,2
25,299,153,2
24,347,341,3
27,30,30,3
26,250,97,2
25,250,245,3
20,166,89,2
29,220,188,2
26,280,149,2
26,353,343,3
27,290,165,2
22,218,40,2
26,102,97,3
25,53,42,3
22,211,144,2
20,60,39,1
26,92,87,3
21,77,51,1
25,130,66,2
28,124,62,2
29,128,42,2
32,567,323,2
32,412,177,2
30,138,72,2
30,333,267,2
33,131,41,2
34,390,368,1
32,447,377,2
33,337,266,2
38,117,75,2
39,388,106,2
33,62,45,3
37,282,281,3
39,357,333,1
30,474,56,2
30,526,468,2
31,581,558,1
31,467,45,2
39,406,400,3
30,387,47,2
35,204,70,2
37,384,74,2
39,159,40,2
35,328,228,2
33,65,33,2
34,533,428,2
33,447,250,2
35,360,214,2
35,445,95,2
37,535,76,2
34,418,227,2
32,525,67,2
36,142,113,1
31,583,546,2
34,539,308,2
39,251,230,1
35,40,31,3
35,215,69,2
36,534,168,2
39,530,301,2
32,374,263,2
33,380,324,2
38,73,68,3
39,325,44,2
31,104,97,3
36,315,245,2
38,273,88,2
30,103,33,2
30,229,126,2
33,508,256,2
32,287,158,2
38,193,147,2
32,347,142,2
35,504,76,2
38,434,258,2
39,401,276,2
33,520,383,2
39,448,325,2
32,332,254,2
33,167,80,2
38,48,39,3
35,79,38,2
30,277,274,3
31,192,120,2
39,345,192,2
31,221,42,2
34,470,192,2
33,110,88,1
32,181,163,3
35,394,210,2
37,188,87,2
33,155,66,2
35,55,33,1
33,91,51,2
39,322,276,2
32,458,155,2
34,361,44,2
34,167,116,2
35,340,321,3
34,141,65,2
39,580,205,2
34,53,47,3
39,38,34,3
32,188,58,2
37,391,107,2
32,179,45,2
36,535,191,2
34,286,48,2
34,455,216,2
30,496,300,2
35,483,47,2
30,395,91,2
31,285,39,2
34,393,239,2
37,440,311,2
33,196,56,2
30,417,174,2
30,82,54,1
30,387,295,2
37,86,39,2
31,303,102,2
30,59,39,3
31,434,273,2
35,426,66,2
39,545,304,2
32,402,181,2
32,492,485,3
36,69,36,2
35,328,306,1
35,111,52,2
34,101,49,2
36,61,45,3
34,287,229,2
39,34,33,3
37,371,98,2
35,466,301,2
34,408,255,2
30,346,221,2
30,550,408,2
39,231,158,2
32,294,239,2
32,435,266,2
32,56,54,3
31,69,56,3
32,407,96,2
32,142,107,2
30,324,282,2
33,187,97,2
32,135,43,2
31,38,30,3
34,99,41,2
32,331,70,2
38,432,224,2
33,378,237,2
36,144,128,3
34,470,86,2
39,479,474,3
30,438,112,2
34,442,271,2
33,372,42,2
39,132,47,2
35,576,336,2
34,89,73,3
30,299,47,2
39,330,109,2
39,84,40,2
39,201,160,2
38,45,43,3
33,437,371,2
30,408,188,2
34,384,188,2
34,534,294,2
33,549,253,2
36,252,241,3
39,121,31,2
34,120,101,3
36,218,71,2
39,31,31,3
39,77,64,3
38,529,517,3
31,184,111,2
33,351,234,2
37,466,430,2
32,390,353,2
39,386,222,2
32,169,169,3
37,410,380,1
38,531,489,2
36,426,127,2
37,168,62,2
39,129,53,2
39,63,51,3
32,77,74,3
34,258,202,2
35,304,139,2
37,146,123,1
34,201,100,2
35,48,44,3
34,313,149,2
35,195,64,2
34,387,89,2
30,114,101,3
34,396,358,2
36,320,277,2
33,416,305,2
36,509,373,2
32,570,230,2
30,256,142,2
37,322,222,2
31,329,150,2
30,251,148,2
30,44,35,3
38,456,108,2
34,297,290,3
35,369,53,2
33,572,58,2
38,347,48,2
36,62,43,3
35,192,130,2
39,443,122,2
35,378,152,2
38,62,60,3
32,114,49,2
34,272,46,2
35,545,372,2
33,176,136,2
35,205,46,2
36,575,570,3
33,398,214,2
38,429,310,2
31,71,54,3
33,71,65,3
33,456,398,2
36,42,38,3
39,50,47,3
35,319,137,2
30,310,52,2
36,514,194,2
31,284,283,3
37,240,65,2
35,86,42,2
35,247,85,2
35,558,331,2
30,57,35,1
35,500,226,2
39,331,253,2
38,491,90,2
31,35,30,3
37,576,292,2
33,115,88,1
33,550,39,2
37,40,30,3
31,167,39,2
36,341,94,2
36,574,442,2
38,91,47,2
34,76,35,2
35,192,55,2
37,233,66,2
31,82,74,3
38,264,147,2
35,491,102,2
37,439,181,2
36,369,182,2
36,315,142,2
33,129,91,2
31,141,34,2
36,572,363,2
32,117,79,2
36,592,292,2
31,428,268,2
38,401,126,2
35,517,189,2
31,351,150,2
30,65,42,1
37,330,174,2
31,129,127,3
33,167,86,2
34,50,50,3
34,165,107,2
37,490,107,2
36,63,35,1
38,259,96,2
30,413,208,2
37,444,284,2
34,163,42,2
37,249,197,2
33,525,459,2
33,128,105,1
39,522,400,2
34,37,33,3
37,477,143,2
34,207,105,2
34,276,60,2
35,117,100,3
37,443,302,2
38,383,36,2
33,578,341,2
35,536,275,2
37,369,94,2
32,113,31,2
35,240,124,2
39,77,36,2
32,483,365,2
37,528,315,2
32,154,48,2
37,285,208,2
39,47,31,3
36,319,213,2
34,594,115,2
32,344,66,2
35,523,200,2
37,445,424,1
36,457,169,2
35,389,291,2
30,306,251,2
33,308,271,2
34,534,49,2
37,560,525,2
34,481,461,3
37,549,172,2
33,31,31,3
38,119,115,3
30,65,39,1
37,124,115,3
32,103,56,2
31,207,68,2
39,292,231,2
33,360,90,2
39,516,123,2
34,34,30,3
35,551,195,2
37,507,399,2
36,75,49,1
31,114,57,2
37,345,343,3
35,556,331,2
30,115,40,2
36,323,262,2
37,508,145,2
34,103,72,2
33,122,35,2
38,386,237,2
33,95,34,2
37,213,150,2
35,86,51,2
38,90,47,2
35,48,33,3
32,142,116,1
35,254,212,2
33,80,53,1
37,209,171,2
36,340,55,2
39,183,59,2
34,89,79,3
32,129,78,2
37,262,103,2
35,70,57,3
35,433,404,1
36,512,474,2
36,468,248,2
36,116,91,1
35,134,41,2
36,388,349,2
39,339,225,2
35,94,50,2
36,177,106,2
30,267,247,3
32,169,140,1
35,215,184,2
30,312,183,2
30,370,35,2
30,76,47,1
39,444,443,3
30,574,207,2
32,118,98,3
34,366,72,2
33,241,140,2
31,468,219,2
37,223,32,2
31,283,118,2
34,421,60,2
30,50,45,3
34,515,220,2
33,102,37,2
32,269,151,2
39,483,211,2
32,295,59,2
31,95,53,2
31,483,285,2
31,96,76,3
37,475,275,2
32,359,83,2
31,91,31,2
37,45,37,3
38,436,359,2
36,557,71,2
30,436,49,2
39,145,51,2
32,181,155,1
37,443,306,2
32,568,101,2
37,244,40,2
30,78,48,1
37,62,52,3
38,343,112,2
30,472,329,2
44,327,38,4
40,163,118,4
40,602,394,4
41,293,94,4
44,662,203,4
48,80,36,4
42,397,190,4
49,351,249,4
40,132,38,4
46,49,33,3
47,85,83,3
46,233,221,3
47,575,191,4
46,431,42,4
44,397,146,4
46,82,45,4
46,539,99,4
43,154,60,4
40,404,283,4
45,338,302,4
41,465,265,4
49,278,193,4
45,529,518,3
48,90,66,4
49,585,207,4
45,362,229,4
47,90,54,4
45,279,189,4
49,144,81,4
