29,5,1
20,312,4
23,339,1
20,97,1
22,352,2
21,35,1
24,396,4
23,299,2
28,91,1
21,325,2
23,373,2
29,350,2
21,136,1
26,203,1
26,291,4
23,300,2
20,247,1
27,375,2
24,357,2
29,50,1
24,363,2
29,123,4
25,352,2
29,209,1
29,279,2
22,219,1
23,258,1
21,316,2
22,84,1
22,128,1
21,250,1
21,214,1
26,357,2
22,350,2
24,126,1
24,244,1
24,191,1
22,222,1
23,86,1
23,109,1
26,376,2
25,256,1
25,319,2
29,300,2
25,268,1
21,222,3
24,167,1
25,7,1
29,50,1
24,281,2
21,68,1
24,377,2
22,341,2
21,233,1
29,278,2
25,393,2
24,15,1
25,296,2
21,31,1
26,311,2
23,255,1
20,368,2
28,347,1
25,125,1
29,342,2
28,26,1
20,184,3
29,303,2
27,90,1
29,363,2
25,27,1
21,120,1
29,141,1
20,346,2
23,61,1
20,385,2
22,357,1
24,147,1
28,267,1
24,151,1
21,202,1
27,218,1
22,305,2
20,22,1
22,253,1
26,14,1
27,89,2
22,248,2
28,241,1
22,261,1
29,198,1
25,119,1
20,248,2
22,211,1
24,203,1
27,323,2
29,167,1
20,368,2
22,141,1
28,244,1
26,382,2
24,66,1
26,11,1
29,90,1
21,303,2
25,64,1
24,181,1
27,61,1
24,312,2
20,98,1
20,303,2
28,284,2
28,338,2
24,255,1
28,31,1
22,333,2
26,103,1
28,368,2
25,239,1
20,348,2
23,209,2
29,121,2
20,259,2
28,185,2
21,161,2
27,31,2
21,204,2
25,382,2
26,80,1
29,236,1
21,60,1
29,379,2
27,65,1
27,224,1
23,128,3
25,351,2
23,211,1
23,56,1
25,340,3
28,78,1
26,291,2
22,299,2
24,310,2
21,56,1
20,358,3
24,276,1
20,257,1
28,203,1
25,300,2
24,40,4
25,301,2
25,281,2
24,17,2
27,230,1
22,156,1
21,358,2
23,393,2
23,281,2
29,257,1
27,252,1
22,342,2
26,10,1
27,11,1
28,197,1
23,25,1
27,73,1
26,58,1
22,277,1
21,282,2
27,102,1
27,78,1
26,190,3
20,103,2
22,375,2
27,39,1
22,247,1
26,205,1
26,133,3
20,263,3
20,349,2
21,348,2
25,244,4
25,366,2
20,391,1
29,26,1
23,323,2
22,390,2
21,168,1
26,136,1
26,313,1
29,109,1
28,109,1
22,392,3
23,320,2
24,224,1
23,307,2
22,94,2
23,290,2
29,180,1
20,122,1
25,15,1
25,75,1
21,24,1
23,110,1
25,212,1
23,29,1
27,343,4
20,124,2
21,206,1
21,397,1
27,145,3
20,364,2
28,153,1
29,8,1
27,143,1
21,311,2
24,81,1
21,257,1
22,107,1
20,42,2
26,67,1
29,55,1
28,109,1
29,50,1
21,144,4
22,121,1
28,2,2
24,218,1
21,280,2
28,394,2
21,88,1
23,210,1
27,283,2
23,191,1
27,286,2
27,167,1
36,195,3
39,66,4
33,311,4
36,178,1
35,49,1
37,68,2
33,146,1
35,461,1
34,185,1
38,505,1
34,290,2
34,309,2
37,533,2
36,198,1
31,462,4
30,100,1
33,546,1
37,32,4
36,252,2
36,9,1
31,391,2
30,354,2
31,324,2
32,133,2
30,222,1
36,226,1
37,510,2
34,21,1
33,350,2
32,94,1
34,254,1
39,586,2
37,518,2
39,115,1
37,469,2
32,344,2
31,119,3
36,553,2
36,598,2
34,38,1
37,501,2
31,318,1
36,55,1
32,365,2
36,216,1
33,43,1
32,592,2
30,195,1
31,409,2
32,388,2
33,480,2
35,492,2
33,337,2
33,235,1
36,27,1
36,117,1
31,21,1
37,304,2
35,167,1
39,40,2
35,113,2
37,479,2
32,285,2
39,414,2
30,416,2
30,372,2
31,481,2
30,19,1
35,81,1
38,523,2
37,536,2
32,587,2
37,288,2
33,47,1
32,233,1
34,571,2
31,575,2
38,430,2
39,520,2
33,578,2
38,268,1
33,194,3
38,326,2
32,282,2
33,206,1
39,194,2
30,117,1
30,82,1
33,168,1
34,455,3
31,26,1
34,418,2
31,551,4
38,251,1
36,63,1
35,213,1
30,254,3
34,470,1
38,575,3
32,146,1
31,371,2
35,216,1
31,277,2
30,186,1
30,79,1
30,390,2
37,553,2
32,325,2
30,425,2
37,156,1
37,118,1
39,131,1
36,54,4
31,449,2
39,505,4
33,105,1
33,268,1
38,73,1
35,458,1
30,344,2
37,455,2
32,21,1
34,432,2
38,31,1
37,417,2
32,129,1
38,110,1
34,0,1
34,152,1
30,152,1
37,349,2
36,219,1
33,73,1
35,486,2
31,247,1
37,598,2
32,140,1
37,345,2
38,556,2
30,201,1
38,39,1
37,57,1
32,552,2
36,214,1
31,55,3
34,69,1
39,116,1
38,445,2
37,232,1
39,133,1
32,416,2
35,98,1
39,231,1
33,89,1
35,501,1
36,145,1
38,506,2
30,51,2
32,32,1
37,464,2
30,154,1
31,303,1
32,213,1
38,126,1
39,320,2
34,589,2
34,341,2
34,447,2
39,289,1
35,247,2
36,562,2
33,145,1
39,544,3
33,581,2
37,476,1
36,36,1
